Part no,Part Dic.,Part Family,Casting P/N,Casting Source,Casting Procress,Plant,SupplierNum,Supplier Name Short,Comodity,RM Grade,Weight,Conversion factor  (number of parts),System Weight (Kg),Purchasing group,UID
F002A6410843,PUMP HOUSING,In-Line Pump Housing,,AMA,GDC,65B0,97007086,AM&ACP,Non-Ferrous,Al5K1,233,100,2.33,RD,F002A641084397007086
F002A6410845,PUMP HOUSING,In-Line Pump Housing,,AMA,GDC,65B0,97007086,AM&ACP,Non-Ferrous,Al5K1,358.28,100,3.5828,RD,F002A641084597007086
F002A8710846,PUMP HOUSING,In-Line Pump Housing,,AMA,GDC,65B0,97007086,AM&ACP,Non-Ferrous,Al5K1,220,100,2.2,RD,F002A871084697007086
F002A7110849,PUMP HOUSING,In-Line Pump Housing,,AMA,GDC,65B0,97007086,AM&ACP,Non-Ferrous,Al5K1,252.1,100,2.521,RD,F002A711084997007086
F002A9210850,PUMP HOUSING,In-Line Pump Housing,,AMA,GDC,65B0,97007086,AM&ACP,Non-Ferrous,Al5K1,263,100,2.63,RD,F002A921085097007086
F002A6710882,PUMP HOUSING,In-Line Pump Housing,,AMA,GDC,65B0,97007086,AM&ACP,Non-Ferrous,Al5K1,237.8,100,2.378,RD,F002A671088297007086
F002A2715501,PUMP HOUSING,In-Line Pump Housing,1415123523,AMA,GDC,65B0,97007086,AM&ACP,Non-Ferrous,Al5K1,232.7,100,2.327,RD,F002A271550197007086
F002A7115503,PUMP HOUSING,In-Line Pump Housing,F002A16713,AMA,GDC,65B0,97007086,AM&ACP,Non-Ferrous,Al5K1,287.9,100,2.879,RD,F002A711550397007086
F002A9515504,PUMP HOUSING,In-Line Pump Housing,F002A16711,AMA,GDC,65B0,97007086,AM&ACP,Non-Ferrous,Al5K1,393.7,100,3.937,RD,F002A951550497007086
141519520011,PUMP HOUSING,In-Line Pump Housing,,AMA,GDC,65B0,97007917,SPCIP,Non-Ferrous,Al5K1,684.4,100,6.844,RC,14151952001197007917
141519125505,PUMP HOUSING,In-Line Pump Housing,,AMA,GDC,65B0,97007917,SPCIP,Non-Ferrous,Al5K1,317.5,100,3.175,RC,14151912550597007917
141516728047,PUMP HOUSING,In-Line Pump Housing,,AMA,GDC,65B0,97007917,SPCIP,Non-Ferrous,Al5K1,430.8,100,4.308,RC,14151672804797007917
141512628054,PUMP HOUSING,In-Line Pump Housing,,AMA,GDC,65B0,97007917,SPCIP,Non-Ferrous,Al5K1,430.8,100,4.308,RC,14151262805497007917
141517529010,PUMP HOUSING,In-Line Pump Housing,,AMA,GDC,65B0,97007917,SPCIP,Non-Ferrous,Al5K1,572.4,100,5.724,RC,14151752901097007917
941206335291,PUMP HOUSING,In-Line Pump Housing,1415123722,AMA,GDC,65B0,97007917,SPCIP,Non-Ferrous,Al5K1,227.9,100,2.279,RC,94120633529197007917
941307535200,PUMP HOUSING,In-Line Pump Housing,,AMA,,65B0,97007917,SPCIP,Non-Ferrous,,,100,0,RC,94130753520097007917
941308335230,PUMP HOUSING,In-Line Pump Housing,1415123722,AMA,GDC,65B0,97007917,SPCIP,Non-Ferrous,Al5K1,227.9,100,2.279,RC,94130833523097007917
941303035240,PUMP HOUSING,In-Line Pump Housing,9413035204,DMC Ltd,GDC,65B0,97411881,DPL,Non-Ferrous,Al5K1,220.5,100,2.205,RC,94130303524097411881
941303035240,PUMP HOUSING,In-Line Pump Housing,9413035204,AMA,GDC,65B0,97007917,SPCIP,Non-Ferrous,Al5K1,220.5,100,2.205,RC,94130303524097007917
941303335284,PUMP HOUSING,In-Line Pump Housing,F002A11017,AMA,GDC,65B0,97007917,SPCIP,Non-Ferrous,Al5K1,391.7,100,3.917,RC,94130333528497007917
941303435298,PUMP HOUSING,In-Line Pump Housing,9413035204,AMA,GDC,65B0,97007917,SPCIP,Non-Ferrous,Al5K1,220.5,100,2.205,RC,94130343529897007917
941303235306,PUMP HOUSING,In-Line Pump Housing,F002A11017,AMA,GDC,65B0,97007917,SPCIP,Non-Ferrous,Al5K1,391.7,100,3.917,RC,94130323530697007917
F002A4510535,PUMP HOUSING,In-Line Pump Housing,1415123722,AMA,GDC,65B0,97007917,SPCIP,Non-Ferrous,Al5K1,227.9,100,2.279,RC,F002A451053597007917
F002A6310583,PUMP HOUSING,In-Line Pump Housing,9413035204,AMA,GDC,65B0,97007917,SPCIP,Non-Ferrous,Al5K1,220.5,100,2.205,RC,F002A631058397007917
F002A6510810,PUMP HOUSING,In-Line Pump Housing,F002A11017,AMA,GDC,65B0,97007917,SPCIP,Non-Ferrous,Al5K1,391.7,100,3.917,RC,F002A651081097007917
F002A8210831,PUMP HOUSING,In-Line Pump Housing,F002A11017,AMA,GDC,65B0,97007917,SPCIP,Non-Ferrous,Al5K1,391.7,100,3.917,RC,F002A821083197007917
F002D8814588,PUMP HOUSING,In-Line Pump Housing,,KEMS,PDC,65B0,97007917,SPCIP,Non-Ferrous,ADC12,,100,0,RC,F002D881458897007917
341521202006,PUMP HOUSING,PF Pump Housing,3415202006,A Alloys,Shell,65B0,97006013,AAPL,Ferrous,GI,190,100,1.9,RD,34152120200697006013
341529702021,PUMP HOUSING,PF Pump Housing,3415202021,A Alloys,Shell,65B0,97006013,AAPL,Ferrous,GI,190,100,1.9,RD,34152970202197006013
941303935237,PUMP HOUSING,PF Pump Housing,9413035237,A Alloys,Shell,65B0,97006013,AAPL,Ferrous,GI,240,100,2.4,RD,94130393523797006013
941307135265,PUMP HOUSING,PF Pump Housing,9413035265,Jothi Ltd,HPML,65B0,97007050,JMPL,Ferrous,GI,100,100,1,RD,94130713526597007050
944102335130,PUMP HOUSING,PF Pump Housing,2445103150,Brake Industries,PMF,65B0,97007826,SSI,Ferrous,GI,94,100,0.94,RC,94410233513097007826
F002F3911021,PUMP HOUSING,PF Pump Housing,3415201001,Brake Industries,PMF,65B0,97007826,SSI,Ferrous,GI,64,100,0.64,RC,F002F391102197007826
F002F6711024,PUMP HOUSING,PF Pump Housing,2415201017,A Alloys,Shell,65B0,97007826,SSI,Ferrous,GI,60,100,0.6,RC,F002F671102497007826
F002F1911027,PUMP HOUSING,PF Pump Housing,9411035271,A Alloys,Shell,65B0,97007826,SSI,Ferrous,GI,70,100,0.7,RC,F002F191102797007826
F002F5511030,PUMP HOUSING,PF Pump Housing,9411035271,A Alloys,Shell,65B0,97007826,SSI,Ferrous,GI,70,100,0.7,RC,F002F551103097007826
F002F5111033,PUMP HOUSING,PF Pump Housing,3415201001,Brake Industries,PMF,65B0,97007826,SSI,Ferrous,GI,64,100,0.64,RC,F002F511103397007826
F002F2211036,PUMP HOUSING,PF Pump Housing,9411035271,A Alloys,Shell,65B0,97007826,SSI,Ferrous,GI,70,100,0.7,RC,F002F221103697007826
F002F2521009,PUMP HOUSING,PF Pump Housing,F002F21009,A Alloys,Shell,65B0,97006013,AAPL,Ferrous,GI,215,100,2.15,RD,F002F252100997006013
F002F3621136,PUMP HOUSING,PF Pump Housing,,A Alloys,Shell,65B0,97008488,ZPPL,Ferrous,GI,215,100,2.15,RD,F002F362113697008488
F002F1621138,PUMP HOUSING,PF Pump Housing,3415201004,Brake Industries,HPML,65B0,97007889,SPPPL,Ferrous,SG,108,100,1.08,RE,F002F162113897007889
F002F4521150,PUMP HOUSING,PF Pump Housing,9413035259,Brake Industries,HPML,65B0,97007889,SPPPL,Ferrous,SG,120,100,1.2,RE,F002F452115097007889
F002F7021156,PUMP HOUSING,PF Pump Housing,3415201004,Brake Industries,HPML,65B0,97007889,SPPPL,Ferrous,SG,108,100,1.08,RE,F002F702115697007889
F002F7721162,PUMP HOUSING,PF Pump Housing,9413035259,Brake Industries,HPML,65B0,97007889,SPPPL,Ferrous,SG,120,100,1.2,RE,F002F772116297007889
F002F2821165,PUMP HOUSING,PF Pump Housing,3415201004,Brake Industries,HPML,65B0,97007889,SPPPL,Ferrous,SG,108,100,1.08,RE,F002F282116597007889
F002F7721174,PUMP HOUSING,PF Pump Housing,3415201023,A Alloys,Shell,65B0,97007889,SPPPL,Ferrous,GI,112,100,1.12,RE,F002F772117497007889
F002F3121177,PUMP HOUSING,PF Pump Housing,3415201004,Brake Industries,HPML,65B0,97007889,SPPPL,Ferrous,SG,108,100,1.08,RE,F002F312117797007889
F002F6921180,PUMP HOUSING,PF Pump Housing,9413035259,Brake Industries,HPML,65B0,97007889,SPPPL,Ferrous,SG,120,100,1.2,RE,F002F692118097007889
F002F2021183,PUMP HOUSING,PF Pump Housing,3415201004,Brake Industries,HPML,65B0,97007889,SPPPL,Ferrous,SG,108,100,1.08,RE,F002F202118397007889
F002F5421186,PUMP HOUSING,PF Pump Housing,3415201004,Brake Industries,HPML,65B0,97007889,SPPPL,Ferrous,SG,108,100,1.08,RE,F002F542118697007889
F002F7621192,PUMP HOUSING,PF Pump Housing,3415201004,Brake Industries,HPML,65B0,97007889,SPPPL,Ferrous,SG,108,100,1.08,RE,F002F762119297007889
F002F9521201,PUMP HOUSING,PF Pump Housing,9411035271,A Alloys,Shell,65B0,97007826,SSI,Ferrous,GI,70,100,0.7,RC,F002F952120197007826
F002F8021204,PUMP HOUSING,PF Pump Housing,,A Alloys,Shell,65B0,97008488,ZPPL,Ferrous,GI,190,100,1.9,RD,F002F802120497008488
F002F2721216,PUMP HOUSING,PF Pump Housing,3415201004,Brake Industries,HPML,65B0,97007889,SPPPL,Ferrous,SG,108,100,1.08,RE,F002F272121697007889
F002F2321222,PUMP HOUSING,PF Pump Housing,3415201004,Brake Industries,HPML,65B0,97007889,SPPPL,Ferrous,SG,108,100,1.08,RE,F002F232122297007889
F002F3221231,PUMP HOUSING,PF Pump Housing,9412035276,A Alloys,Shell,65B0,97005759,VMTPL,Ferrous,GI,125,100,1.25,RD,F002F322123197005759
F002F1021234,PUMP HOUSING,PF Pump Housing,3415201004,Brake Industries,HPML,65B0,97007889,SPPPL,Ferrous,SG,108,100,1.08,RE,F002F102123497007889
F002F5621237,PUMP HOUSING,PF Pump Housing,,A Alloys,Shell,65B0,97008488,ZPPL,Ferrous,GI,240,100,2.4,RD,F002F562123797008488
F002F4121242,PUMP HOUSING,PF Pump Housing,9413035259,Brake Industries,HPML,65B0,97007889,SPPPL,Ferrous,SG,120,100,1.2,RE,F002F412124297007889
F002F7221248,PUMP HOUSING,PF Pump Housing,9413035259,Brake Industries,HPML,65B0,97007889,SPPPL,Ferrous,SG,120,100,1.2,RE,F002F722124897007889
F002F5921252,PUMP HOUSING,PF Pump Housing,,Brake Industries,PMF,65B0,97005759,VMTPL,Ferrous,GI,77,100,0.77,RD,F002F592125297005759
F002F9921288,PUMP HOUSING,PF Pump Housing,9413035259,Brake Industries,HPML,65B0,97007889,SPPPL,Ferrous,SG,120,100,1.2,RE,F002F992128897007889
F002F8221314,PUMP HOUSING,PF Pump Housing,F002F21316,A Alloys,Shell,65B0,97006167,APPPL,Ferrous,GI,300,100,3,RE,F002F822131497006167
F002F9021342,PUMP HOUSING,PF Pump Housing,F002F21009,A Alloys,Shell,65B0,97006167,APPPL,Ferrous,GI,215,100,2.15,RE,F002F902134297006167
F002F9021342,PUMP HOUSING,PF Pump Housing,F002F21009,A Alloys,Shell,65B0,97008488,ZPPL,Ferrous,GI,215,100,2.15,RD,F002F902134297008488
F002F7421372,PUMP HOUSING,PF Pump Housing,F002F21316,A Alloys,Shell,65B0,97006167,APPPL,Ferrous,GI,300,100,3,RE,F002F742137297006167
F002F2821551,PUMP HOUSING,PF Pump Housing,,Brake Industries,PMF,65B0,97005759,VMTPL,Ferrous,GI,61,100,0.61,RD,F002F282155197005759
F002F7421580,PUMP HOUSING,PF Pump Housing,,Brake Industries,PMF,65B0,97005759,VMTPL,Ferrous,GI,77,100,0.77,RD,F002F742158097005759
F002F2921600,PUMP HOUSING,PF Pump Housing,9413035259,Brake Industries,HPML,65B0,97007889,SPPPL,Ferrous,SG,120,100,1.2,RE,F002F292160097007889
F002F3121601,PUMP HOUSING,PF Pump Housing,,A Alloys,Shell,65B0,97005759,VMTPL,Ferrous,GI,240,100,2.4,RD,F002F312160197005759
F002F3121601,PUMP HOUSING,PF Pump Housing,,A Alloys,Shell,65B0,97008488,ZPPL,Ferrous,GI,240,100,2.4,RD,F002F312160197008488
F002F4322018,PUMP HOUSING,PF Pump Housing,F002F22018,Brake Industries,PMF,65B0,97006365,BIPL,Ferrous,GI,77,100,0.77,RE,F002F432201897006365
F002F7851135,PUMP HOUSING,PF Pump Housing,3415221030,A Alloys,Shell,65B0,97007826,SSI,Ferrous,GI,85,100,0.85,RC,F002F785113597007826
F002F8751136,PUMP HOUSING,PF Pump Housing,9413035272,A Alloys,Shell,65B0,97007826,SSI,Ferrous,GI,90,100,0.9,RC,F002F875113697007826
F002F1851137,PUMP HOUSING,PF Pump Housing,3415221030,A Alloys,Shell,65B0,97007826,SSI,Ferrous,GI,85,100,0.85,RC,F002F185113797007826
F002F6351140,PUMP HOUSING,PF Pump Housing,9413035272,A Alloys,Shell,65B0,97007826,SSI,Ferrous,GI,90,100,0.9,RC,F002F635114097007826
F002F4651145,PUMP HOUSING,PF Pump Housing,9413035281,A Alloys,Shell,65B0,97007826,SSI,Ferrous,GI,100,100,1,RC,F002F465114597007826
F002F2251150,PUMP HOUSING,PF Pump Housing,9413035281,A Alloys,Shell,65B0,97007826,SSI,Ferrous,GI,100,100,1,RC,F002F225115097007826
F002F3751153,PUMP HOUSING,PF Pump Housing,F002F52030,A Alloys,Shell,65B0,97007826,SSI,Ferrous,SG,80,100,0.8,RC,F002F375115397007826
F002F3751153,PUMP HOUSING,PF Pump Housing,F002F52030,A Alloys,Shell,65B0,97006167,APPPL,Ferrous,SG,80,100,0.8,RE,F002F375115397006167
F002F5251158,PUMP HOUSING,PF Pump Housing,3415221030,A Alloys,Shell,65B0,97007826,SSI,Ferrous,GI,85,100,0.85,RC,F002F525115897007826
F002F6151206,PUMP HOUSING,PF Pump Housing,9413035281,A Alloys,Shell,65B0,97007826,SSI,Ferrous,SG,100,100,1,RC,F002F615120697007826
F002F6851230,PUMP HOUSING,PF Pump Housing,9413035281,A Alloys,Shell,65B0,97006167,APPPL,Ferrous,SG,100,100,1,RE,F002F685123097006167
F002F9651234,PUMP HOUSING,PF Pump Housing,F002F52030,A Alloys,Shell,65B0,97005759,VMTPL,Ferrous,SG,80,100,0.8,RD,F002F965123497005759
F002F9651234,PUMP HOUSING,PF Pump Housing,F002F52030,A Alloys,Shell,65B0,97007826,SSI,Ferrous,SG,80,100,0.8,RC,F002F965123497007826
F002F9651234,PUMP HOUSING,PF Pump Housing,F002F52030,A Alloys,Shell,65B0,97006167,APPPL,Ferrous,SG,80,100,0.8,RE,F002F965123497006167
F002F1751241,PUMP HOUSING,PF Pump Housing,9413035281,A Alloys,Shell,65B0,97006167,APPPL,Ferrous,GI,100,100,1,RE,F002F175124197006167
F002F7661084,PUMP HOUSING,PF Pump Housing,9411035207,A Alloys,Shell,65B0,97005759,VMTPL,Ferrous,GI,850,100,8.5,RD,F002F766108497005759
F00R014P1748,PUMP HOUSING,CP1/CP1H Castings,F00R0P1748,Brake Industries,HPML,65B0,97006365,BIPL,Ferrous,SG,253,100,2.53,RE,F00R014P174897006365
F01M13800078,PUMP HOUSING,CP1/CP1H Castings,F01M100078,Brake Industries,HPML,65B0,97006365,BIPL,Ferrous,SG,252,100,2.52,RE,F01M1380007897006365
F01M13800078,PUMP HOUSING,CP1/CP1H Castings,F01M100078,Brake Industries,HPML,65B0,97227373,FIPL,Ferrous,SG,252,100,2.52,RE,F01M1380007897227373
F01M19500283,PUMP HOUSING,CP1/CP1H Castings,F01M100283,Brake Industries,HPML,65B0,97006365,BIPL,Ferrous,SG,378,100,3.78,RE,F01M1950028397006365
F01M19500283,PUMP HOUSING,CP1/CP1H Castings,F01M100283,Brake Industries,HPML,65B0,97227373,FIPL,Ferrous,SG,378,100,3.78,RE,F01M1950028397227373
F01M18401180,PUMP HOUSING,CP1/CP1H Castings,F01M101180,Brake Industries,HPML,65B0,97006365,BIPL,Ferrous,SG,480,100,4.8,RE,F01M1840118097006365
F01M18401180,PUMP HOUSING,CP1/CP1H Castings,F01M101180,Brake Industries,HPML,65B0,97227373,FIPL,Ferrous,SG,480,100,4.8,RE,F01M1840118097227373
F01M11902310,PUMP HOUSING,CP1/CP1H Castings,F01M102310,FLO Enterprise,HPML,65B0,97227373,FIPL,Ferrous,SG,373,100,3.73,RE,F01M1190231097227373
F01M12202292,PUMP HOUSING,CP1H M/cd,F01M101180,Brake Industries,HPML,65B0,97007917,SPCIP,Ferrous,SG,475,100,4.75,RC,F01M1220229297007917
F01M17302301,PUMP HOUSING,CP1H M/cd,F01M101180,Brake Industries,HPML,65B0,97007917,SPCIP,Ferrous,SG,475,100,4.75,RC,F01M1730230197007917
146512234353,PUMP HOUSING,VE Pump Housing,,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,,,100,0,RC,14651223435397007917
146516130157,PUMP HOUSING,VE Pump Housing,1465134114,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,149.8,100,1.498,RC,14651613015797007917
146515430190,PUMP HOUSING,VE Pump Housing,1465134114,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,149.8,100,1.498,RC,14651543019097007917
146515430314,PUMP HOUSING,VE Pump Housing,1465134114,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,149.8,100,1.498,RC,14651543031497007917
146512330546,PUMP HOUSING,VE Pump Housing,1465134114,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,149.8,100,1.498,RC,14651233054697007917
146512230611,PUMP HOUSING,VE Pump Housing,1465134114,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,149.8,100,1.498,RC,14651223061197007917
146511630652,PUMP HOUSING,VE Pump Housing,F002D14828,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,144.5,100,1.445,RC,14651163065297007917
146518330672,PUMP HOUSING,VE Pump Housing,1465134292,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,151.6,100,1.516,RC,14651833067297007917
146518230698,PUMP HOUSING,VE Pump Housing,1465134283,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,159,100,1.59,RC,14651823069897007917
146513234016,PUMP HOUSING,VE Pump Housing,,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,,100,0,RC,14651323401697007917
146512834102,PUMP HOUSING,VE Pump Housing,,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,,100,0,RC,14651283410297007917
146519534131,PUMP HOUSING,VE Pump Housing,,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,,100,0,RC,14651953413197007917
146513334139,PUMP HOUSING,VE Pump Housing,1465134071,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,162.1,100,1.621,RC,14651333413997007917
146517134143,PUMP HOUSING,VE Pump Housing,1465134292,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,151.6,100,1.516,RC,14651713414397007917
146513934145,PUMP HOUSING,VE Pump Housing,,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,,100,0,RC,14651393414597007917
146513134148,PUMP HOUSING,VE Pump Housing,1465134292,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,151.6,100,1.516,RC,14651313414897007917
146518434160,PUMP HOUSING,VE Pump Housing,1465134283,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,159,100,1.59,RC,14651843416097007917
146511234162,PUMP HOUSING,VE Pump Housing,1465134283,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,159,100,1.59,RC,14651123416297007917
146516434175,PUMP HOUSING,VE Pump Housing,,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,,100,0,RC,14651643417597007917
146517334221,PUMP HOUSING,VE Pump Housing,1465134114,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,149.8,100,1.498,RC,14651733422197007917
146518234323,PUMP HOUSING,VE Pump Housing,1465134114,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,149.8,100,1.498,RC,14651823432397007917
146515834334,PUMP HOUSING,VE Pump Housing,,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,,100,0,RC,14651583433497007917
146514434354,PUMP HOUSING,VE Pump Housing,1465134071,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,162.1,100,1.621,RC,14651443435497007917
146511234371,PUMP HOUSING,VE Pump Housing,1465134344,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,177.6,100,1.776,RC,14651123437197007917
146514434376,PUMP HOUSING,VE Pump Housing,1465134352,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,157.7,100,1.577,RC,14651443437697007917
146516734378,PUMP HOUSING,VE Pump Housing,1465134352,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,157.7,100,1.577,RC,14651673437897007917
146512134395,PUMP HOUSING,VE Pump Housing,1465134292,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,151.6,100,1.516,RC,14651213439597007917
146513034401,PUMP HOUSING,VE Pump Housing,1465134446,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,156,100,1.56,RC,14651303440197007917
146513634409,PUMP HOUSING,VE Pump Housing,1465134446,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,165.4,100,1.654,RC,14651363440997007917
146518334421,PUMP HOUSING,VE Pump Housing,1465134344,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,177.6,100,1.776,RC,14651833442197007917
146519434477,PUMP HOUSING,VE Pump Housing,1465134446,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,156,100,1.56,RC,14651943447797007917
146511234490,PUMP HOUSING,VE Pump Housing,,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,,100,0,RC,14651123449097007917
246511430083,PUMP HOUSING,VE Pump Housing,,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,,100,0,RC,24651143008397007917
246512130180,PUMP HOUSING,VE Pump Housing,,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,,100,0,RC,24651213018097007917
F002D6314502,PUMP HOUSING,VE Pump Housing,1465134446,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,165.4,100,1.654,RC,F002D631450297007917
F002D3314510,PUMP HOUSING,VE Pump Housing,1465134446,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,165.4,100,1.654,RC,F002D331451097007917
F002D2014526,PUMP HOUSING,VE Pump Housing,1465134446,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,165.4,100,1.654,RC,F002D201452697007917
F002D7614530,PUMP HOUSING,VE Pump Housing,F002D14828,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,144.5,100,1.445,RC,F002D761453097007917
F002D1614532,PUMP HOUSING,VE Pump Housing,1465134446,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,165.4,100,1.654,RC,F002D161453297007917
F002D5614536,PUMP HOUSING,VE Pump Housing,1465134352,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,157.7,100,1.577,RC,F002D561453697007917
F002D5414538,PUMP HOUSING,VE Pump Housing,1465134352,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,157.7,100,1.577,RC,F002D541453897007917
F002D7614552,PUMP HOUSING,VE Pump Housing,,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,,100,0,RC,F002D761455297007917
F002D4714560,PUMP HOUSING,VE Pump Housing,1465134446,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,165.4,100,1.654,RC,F002D471456097007917
F002D8614580,PUMP HOUSING,VE Pump Housing,1465134283,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,159,100,1.59,RC,F002D861458097007917
F002D7914582,PUMP HOUSING,VE Pump Housing,1465134446,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,165.4,100,1.654,RC,F002D791458297007917
F002D2614584,PUMP HOUSING,VE Pump Housing,,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,,100,0,RC,F002D261458497007917
F002D8014590,PUMP HOUSING,VE Pump Housing,,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,,100,0,RC,F002D801459097007917
F002D5214592,PUMP HOUSING,VE Pump Housing,,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,,100,0,RC,F002D521459297007917
F002D5514594,PUMP HOUSING,VE Pump Housing,1465134283,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,159,100,1.59,RC,F002D551459497007917
F002D3914596,PUMP HOUSING,VE Pump Housing,1465134283,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,159,100,1.59,RC,F002D391459697007917
F002D1914598,PUMP HOUSING,VE Pump Housing,1465134283,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,159,100,1.59,RC,F002D191459897007917
F002D1914600,PUMP HOUSING,VE Pump Housing,F002D14828,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,144.5,100,1.445,RC,F002D191460097007917
F002D4314602,PUMP HOUSING,VE Pump Housing,1465134283,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,159,100,1.59,RC,F002D431460297007917
F002D8714604,PUMP HOUSING,VE Pump Housing,1465134290,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,156.2,100,1.562,RC,F002D871460497007917
F002D2114610,PUMP HOUSING,VE Pump Housing,1465134283,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,159,100,1.59,RC,F002D211461097007917
F002D2614612,PUMP HOUSING,VE Pump Housing,1465134071,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,156,100,1.56,RC,F002D261461297007917
F002D8314614,PUMP HOUSING,VE Pump Housing,1465134292,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,151.6,100,1.516,RC,F002D831461497007917
F002D7414616,PUMP HOUSING,VE Pump Housing,1465134292,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,151.6,100,1.516,RC,F002D741461697007917
F002D5614618,PUMP HOUSING,VE Pump Housing,1465134344,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,177.6,100,1.776,RC,F002D561461897007917
F002D6014622,PUMP HOUSING,VE Pump Housing,1465134260,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,156,100,1.56,RC,F002D601462297007917
F002D7114630,PUMP HOUSING,VE Pump Housing,1465134283,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,159,100,1.59,RC,F002D711463097007917
F002D3414632,PUMP HOUSING,VE Pump Housing,1465134446,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,165.4,100,1.654,RC,F002D341463297007917
F002D1914634,PUMP HOUSING,VE Pump Housing,1465134446,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,165.4,100,1.654,RC,F002D191463497007917
F002D3214645,PUMP HOUSING,VE Pump Housing,F002D14672,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,156,100,1.56,RC,F002D321464597007917
F002D2214650,PUMP HOUSING,VE Pump Housing,F002D14672,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,156,100,1.56,RC,F002D221465097007917
